ticker,company,industry,source_sector,source_industry,classification_source,source_url
STRO,Sutro Biopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALLR,Allarity Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NXTC,NextCure Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CPHC,Canterbury Park Holding Corporation 'New' Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Services-Misc. Amusement & Recreation,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VIVK,Vivakor Inc. Common Stock,Commercial Services,Utilities,Environmental Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ATYR,aTyr Pharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LSTA,Lisata Therapeutics Inc. Common Stock,Other Healthcare,Health Care,Misc Health and Biotechnology Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OBIO,Orchestra BioMed Holdings Inc. Ordinary Shares,Pharmaceuticals and Biotechnology,Health Care,Medicinal Chemicals and Botanical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BMEA,Biomea Fusion Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TBRG,TruBridge Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PROP,Prairie Operating Co. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RIME,Algorhythm Holdings Inc. Common Stock,Other Information Technology,Consumer Staples,Diversified Electronic Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AMTM,Amentum Holdings,Commercial Services,Industrials,Specialty Business Services,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/amtm/
USBC,"USBC, Inc.",Other Financial Services,Financials,Digital financial technologies,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/usbc/
CELZ,Creative Medical Technology Holdings Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RCMT,RCM Technologies Inc. Common Stock,Commercial Services,Consumer Discretionary,Professional Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KYTX,Kyverna Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SGMO,Sangamo Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SKYT,SkyWater Technology Inc. Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MBIO,Mustang Bio Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LPRO,Open Lending Corporation Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NTIP,Network-1 Technologies Inc. Common Stock,Other Business Products and Services,Miscellaneous,Multi-Sector Companies,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CCRN,Cross Country Healthcare Inc. Common Stock $0.0001 Par Value,Commercial Services,Consumer Discretionary,Professional Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CRBU,Caribou Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SSKN,Strata Skin Sciences Inc. Common Stock,Healthcare Devices and Supplies,Health Care,Medical/Dental Instruments,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SAFT,Safety Insurance Group Inc. Common Stock,Insurance,Finance,Property-Casualty Insurers,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
OS,OneStream Inc. Class A Common Stock,Software,Technology,Computer Software: Prepackaged Software,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ISPO,Inspirato Incorporated Class A Common Stock,Other Financial Services,Finance,Blank Checks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
INHD,Inno Holdings Inc. Common Stock,"Metals, Minerals and Mining",Industrials,Steel/Iron Ore,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NOTE,FiscalNote Holdings Inc. Class A common stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
NCL,Northann Corp. Common Stock,Other Materials,Industrials,Plastic Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LYEL,Lyell Immunopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SEPN,Septerna Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SCWO,374Water Inc. Common Stock,Commercial Products,Consumer Discretionary,Metal Fabrications,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SNCY,Sun Country Airlines Holdings Inc. Common Stock,Transportation,Consumer Discretionary,Passenger airline,Current business fit override,https://stockanalysis.com/stocks/sncy/
MXC,Mexco Energy Corporation Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ORBS,Eightco Holdings,Containers and Packaging,Consumer Discretionary,Packaging & Containers / inventory financing,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/orbs/
GYRE,Gyre Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CAPR,Capricor Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CZNC,Citizens & Northern Corp Common Stock,Commercial Banks,Finance,Major Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AUUD,Auddia Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CARV,Carver Bancorp Inc. Common Stock,Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BSLK,Bolt Projects Holdings Inc. Common Stock,Chemicals and Gases,Industrials,Major Chemicals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AREC,American Resources Corporation Class A Common Stock,Other Energy,Energy,Coal Mining,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AEON,AEON Biopharma Inc. Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CTXR,Citius Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ANAB,AnaptysBio Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RICK,RCI Hospitality Holdings Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GNLX,Genelux Corporation Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VTVT,vTv Therapeutics Inc. Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IMNM,Immunome Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SLS,SELLAS Life Sciences Group Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ESOA,Energy Services of America Corporation Common Stock,Construction (Non-Wood),Industrials,Water Sewer Pipeline Comm & Power Line Construction,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SMTK,SmartKem Inc. Common Stock,Semiconductors,Technology,Semiconductors,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ALXO,ALX Oncology Holdings Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ASMB,Assembly Biosciences Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LIF,Life360,Software,Technology,Software - Application,Current StockAnalysis company profile (2026),https://stockanalysis.com/stocks/lif/
CVR,Chicago Rivet & Machine Co. Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
QNCX,Quince Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BIRD,Allbirds Inc. Class A Common Stock,Apparel and Accessories,Consumer Discretionary,Apparel,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TARS,Tarsus Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
RR,Richtech Robotics Inc. Class B Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
USAU,U.S. Gold Corp. Common Stock,"Metals, Minerals and Mining",Basic Materials,Metal Mining,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CARM,Carisma Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TNYA,Tenaya Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BCAB,BioAtla Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BATL,Battalion Oil Corporation Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AFBI,Affinity Bancshares Inc. Common Stock (MD),Commercial Banks,Finance,Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
PLRX,Pliant Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MNTS,Momentus Inc. Class A Common Stock,Commercial Services,Industrials,Military/Government/Technical,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ENTA,Enanta Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AAME,Atlantic American Corporation Common Stock,Insurance,Finance,Life Insurance,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HUBG,Hub Group Inc. Class A Common Stock,"Exploration, Production and Refining",Consumer Discretionary,Oil Refining/Marketing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
XNCR,Xencor Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CRDF,Cardiff Oncology Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TECX,Tectonic Therapeutic Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CENN,Cenntro Inc. Common Stock,Consumer Durables,Consumer Discretionary,Auto Manufacturing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
SER,Serina Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MBRX,Moleculin Biotech Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
GDC,GD Culture Group Limited Common Stock,"Metals, Minerals and Mining",Industrials,Steel/Iron Ore,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
CUE,Cue Biopharma Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TCBS,Texas Community Bancshares Inc. Common Stock,Commercial Banks,Finance,Banks,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IMXI,International Money Express Inc. Common Stock,Commercial Services,Consumer Discretionary,Business Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BTBD,BT Brands Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FDSB,Fifth District Bancorp Inc. Common Stock,Commercial Banks,Finance,Savings Institutions,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
VTGN,Vistagen Therapeutics Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MRCY,Mercury Systems Inc Common Stock,Commercial Products,Technology,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KEYS,Keysight Technologies Inc. Common Stock,Commercial Products,Industrials,Industrial Machinery/Components,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IRIX,IRIDEX Corporation Common Stock,Healthcare Devices and Supplies,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
HUBG,Hub Group Inc. Class A Common Stock,"Exploration, Production and Refining",Consumer Discretionary,Oil Refining/Marketing,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MGLD,The Marygold Companies Inc. Common Stock,Other Financial Services,Finance,Finance: Consumer Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AIM,AIM ImmunoTech Inc. Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
KULR,KULR Technology Group Inc. Common Stock,Commercial Products,Technology,Electrical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
JKHY,Jack Henry & Associates Inc. Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
LZB,La-Z-Boy Incorporated Common Stock,Consumer Durables,Consumer Discretionary,Home Furnishings,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
TOL,Toll Brothers Inc. Common Stock,Consumer Durables,Consumer Discretionary,Homebuilding,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
EPM,Evolution Petroleum Corporation Inc. Common Stock,"Exploration, Production and Refining",Energy,Oil & Gas Production,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
FRHC,Freedom Holding Corp. Common Stock,Capital Markets/Institutions,Finance,Investment Bankers/Brokers/Service,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ITP,IT Tech Packaging Inc. Common Stock,Containers and Packaging,Consumer Discretionary,Containers/Packaging,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MSPR,MSP Recovery Inc. Class A Common Stock,IT Services,Technology,EDP Services,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AES,The AES Corporation Common Stock,Utilities,Utilities,Electric Utilities: Central,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
IOR,Income Opportunity Realty Investors Inc. Common Stock,Other Financial Services,Real Estate,Real Estate Investment Trusts,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
ATNM,Actinium Pharmaceuticals Inc. (Delaware) Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
BIVI,BioVie Inc. Class A Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
REBN,Reborn Coffee Inc. Common Stock,"Restaurants, Hotels and Leisure",Consumer Discretionary,Restaurants,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MUX,McEwen Mining Inc. Common Stock,"Metals, Minerals and Mining",Basic Materials,Precious Metals,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
MTEX,Mannatech Incorporated Common Stock,Pharmaceuticals and Biotechnology,Health Care,Medicinal Chemicals and Botanical Products,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
AZTR,Azitra Inc Common Stock,Pharmaceuticals and Biotechnology,Health Care,Biotechnology: Pharmaceutical Preparations,"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
WVVI,Willamette Valley Vineyards Inc. Common Stock,Consumer Non-Durables,Consumer Staples,Beverages (Production/Distribution),"Nasdaq-listed company classification, taxonomy-translated; current company profile checked/overridden where business identity changed or source category was ambiguous",https://www.nasdaq.com/market-activity/stocks/screener
